	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	1
KEGG_PENTOSE_PHOSPHATE_PATHWAY	2
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	2
KEGG_GALACTOSE_METABOLISM	2
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0
KEGG_FATTY_ACID_METABOLISM	0
KEGG_STEROID_BIOSYNTHESIS	0
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0
KEGG_OXIDATIVE_PHOSPHORYLATION	1
KEGG_PURINE_METABOLISM	3
KEGG_PYRIMIDINE_METABOLISM	3
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	3
KEGG_LYSINE_DEGRADATION	4
KEGG_ARGININE_AND_PROLINE_METABOLISM	0
KEGG_HISTIDINE_METABOLISM	0
KEGG_TYROSINE_METABOLISM	0
KEGG_PHENYLALANINE_METABOLISM	0
KEGG_TRYPTOPHAN_METABOLISM	0
KEGG_BETA_ALANINE_METABOLISM	0
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0
KEGG_SELENOAMINO_ACID_METABOLISM	0
KEGG_GLUTATHIONE_METABOLISM	0
KEGG_STARCH_AND_SUCROSE_METABOLISM	0
KEGG_N_GLYCAN_BIOSYNTHESIS	2
KEGG_OTHER_GLYCAN_DEGRADATION	2
KEGG_O_GLYCAN_BIOSYNTHESIS	2
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	2
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	2
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	2
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	2
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	2
KEGG_GLYCEROLIPID_METABOLISM	5
KEGG_INOSITOL_PHOSPHATE_METABOLISM	5
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	2
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	5
KEGG_ETHER_LIPID_METABOLISM	5
KEGG_ARACHIDONIC_ACID_METABOLISM	0
KEGG_LINOLEIC_ACID_METABOLISM	5
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	5
KEGG_SPHINGOLIPID_METABOLISM	2
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	2
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	2
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	2
KEGG_PYRUVATE_METABOLISM	0
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0
KEGG_PROPANOATE_METABOLISM	0
KEGG_BUTANOATE_METABOLISM	0
KEGG_ONE_CARBON_POOL_BY_FOLATE	0
KEGG_RIBOFLAVIN_METABOLISM	5
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	3
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0
KEGG_FOLATE_BIOSYNTHESIS	0
KEGG_RETINOL_METABOLISM	0
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0
KEGG_NITROGEN_METABOLISM	0
KEGG_SULFUR_METABOLISM	2
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	3
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	3
KEGG_ABC_TRANSPORTERS	6
KEGG_RIBOSOME	7
KEGG_RNA_DEGRADATION	8
KEGG_RNA_POLYMERASE	9
KEGG_BASAL_TRANSCRIPTION_FACTORS	9
KEGG_DNA_REPLICATION	8
KEGG_SPLICEOSOME	10
KEGG_PROTEASOME	11
KEGG_PROTEIN_EXPORT	7
KEGG_PPAR_SIGNALING_PATHWAY	12
KEGG_BASE_EXCISION_REPAIR	8
KEGG_NUCLEOTIDE_EXCISION_REPAIR	8
KEGG_MISMATCH_REPAIR	8
KEGG_HOMOLOGOUS_RECOMBINATION	8
KEGG_NON_HOMOLOGOUS_END_JOINING	8
KEGG_MAPK_SIGNALING_PATHWAY	13
KEGG_ERBB_SIGNALING_PATHWAY	13
KEGG_CALCIUM_SIGNALING_PATHWAY	14
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	15
KEGG_CHEMOKINE_SIGNALING_PATHWAY	16
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	5
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	14
KEGG_CELL_CYCLE	17
KEGG_OOCYTE_MEIOSIS	16
KEGG_P53_SIGNALING_PATHWAY	18
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	19
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	20
KEGG_REGULATION_OF_AUTOPHAGY	21
KEGG_LYSOSOME	6
KEGG_ENDOCYTOSIS	22
KEGG_PEROXISOME	0
KEGG_MTOR_SIGNALING_PATHWAY	13
KEGG_APOPTOSIS	18
KEGG_CARDIAC_MUSCLE_CONTRACTION	23
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	16
KEGG_WNT_SIGNALING_PATHWAY	24
KEGG_DORSO_VENTRAL_AXIS_FORMATION	13
KEGG_NOTCH_SIGNALING_PATHWAY	25
KEGG_HEDGEHOG_SIGNALING_PATHWAY	24
KEGG_TGF_BETA_SIGNALING_PATHWAY	26
KEGG_AXON_GUIDANCE	27
KEGG_VEGF_SIGNALING_PATHWAY	13
KEGG_FOCAL_ADHESION	28
KEGG_ECM_RECEPTOR_INTERACTION	28
KEGG_CELL_ADHESION_MOLECULES_CAMS	21
KEGG_ADHERENS_JUNCTION	29
KEGG_TIGHT_JUNCTION	29
KEGG_GAP_JUNCTION	30
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	31
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	21
KEGG_RENIN_ANGIOTENSIN_SYSTEM	19
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	32
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	32
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	32
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	21
KEGG_JAK_STAT_SIGNALING_PATHWAY	21
KEGG_HEMATOPOIETIC_CELL_LINEAGE	21
