	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	1
KEGG_PENTOSE_PHOSPHATE_PATHWAY	2
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	3
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	2
KEGG_GALACTOSE_METABOLISM	2
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	3
KEGG_FATTY_ACID_METABOLISM	0
KEGG_STEROID_BIOSYNTHESIS	4
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	4
KEGG_STEROID_HORMONE_BIOSYNTHESIS	4
KEGG_OXIDATIVE_PHOSPHORYLATION	1
KEGG_PURINE_METABOLISM	5
KEGG_PYRIMIDINE_METABOLISM	5
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	6
KEGG_LYSINE_DEGRADATION	7
KEGG_ARGININE_AND_PROLINE_METABOLISM	0
KEGG_HISTIDINE_METABOLISM	0
KEGG_TYROSINE_METABOLISM	0
KEGG_PHENYLALANINE_METABOLISM	0
KEGG_TRYPTOPHAN_METABOLISM	0
KEGG_BETA_ALANINE_METABOLISM	0
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	8
KEGG_SELENOAMINO_ACID_METABOLISM	8
KEGG_GLUTATHIONE_METABOLISM	8
KEGG_STARCH_AND_SUCROSE_METABOLISM	3
KEGG_N_GLYCAN_BIOSYNTHESIS	9
KEGG_OTHER_GLYCAN_DEGRADATION	10
KEGG_O_GLYCAN_BIOSYNTHESIS	9
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	9
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	9
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	9
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	9
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	9
KEGG_GLYCEROLIPID_METABOLISM	11
KEGG_INOSITOL_PHOSPHATE_METABOLISM	12
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	10
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	13
KEGG_ETHER_LIPID_METABOLISM	13
KEGG_ARACHIDONIC_ACID_METABOLISM	13
KEGG_LINOLEIC_ACID_METABOLISM	13
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	13
KEGG_SPHINGOLIPID_METABOLISM	10
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	9
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	9
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	9
KEGG_PYRUVATE_METABOLISM	0
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0
KEGG_PROPANOATE_METABOLISM	0
KEGG_BUTANOATE_METABOLISM	0
KEGG_ONE_CARBON_POOL_BY_FOLATE	0
KEGG_RIBOFLAVIN_METABOLISM	12
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	14
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	14
KEGG_FOLATE_BIOSYNTHESIS	0
KEGG_RETINOL_METABOLISM	3
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	3
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	4
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0
KEGG_NITROGEN_METABOLISM	0
KEGG_SULFUR_METABOLISM	9
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	6
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	3
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	3
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	3
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	15
KEGG_ABC_TRANSPORTERS	16
KEGG_RIBOSOME	17
KEGG_RNA_DEGRADATION	6
KEGG_RNA_POLYMERASE	5
KEGG_BASAL_TRANSCRIPTION_FACTORS	5
KEGG_DNA_REPLICATION	18
KEGG_SPLICEOSOME	19
KEGG_PROTEASOME	20
KEGG_PROTEIN_EXPORT	21
KEGG_PPAR_SIGNALING_PATHWAY	15
KEGG_BASE_EXCISION_REPAIR	18
KEGG_NUCLEOTIDE_EXCISION_REPAIR	18
KEGG_MISMATCH_REPAIR	18
KEGG_HOMOLOGOUS_RECOMBINATION	18
KEGG_NON_HOMOLOGOUS_END_JOINING	22
KEGG_MAPK_SIGNALING_PATHWAY	23
KEGG_ERBB_SIGNALING_PATHWAY	24
KEGG_CALCIUM_SIGNALING_PATHWAY	25
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	26
KEGG_CHEMOKINE_SIGNALING_PATHWAY	26
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	12
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	25
KEGG_CELL_CYCLE	27
KEGG_OOCYTE_MEIOSIS	28
KEGG_P53_SIGNALING_PATHWAY	29
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	30
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	31
KEGG_REGULATION_OF_AUTOPHAGY	32
KEGG_LYSOSOME	33
KEGG_ENDOCYTOSIS	34
KEGG_PEROXISOME	21
KEGG_MTOR_SIGNALING_PATHWAY	35
KEGG_APOPTOSIS	36
KEGG_CARDIAC_MUSCLE_CONTRACTION	1
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	13
KEGG_WNT_SIGNALING_PATHWAY	37
KEGG_DORSO_VENTRAL_AXIS_FORMATION	38
KEGG_NOTCH_SIGNALING_PATHWAY	39
KEGG_HEDGEHOG_SIGNALING_PATHWAY	37
KEGG_TGF_BETA_SIGNALING_PATHWAY	40
KEGG_AXON_GUIDANCE	41
KEGG_VEGF_SIGNALING_PATHWAY	13
KEGG_FOCAL_ADHESION	42
KEGG_ECM_RECEPTOR_INTERACTION	42
KEGG_CELL_ADHESION_MOLECULES_CAMS	43
KEGG_ADHERENS_JUNCTION	44
KEGG_TIGHT_JUNCTION	44
KEGG_GAP_JUNCTION	45
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	46
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	43
KEGG_RENIN_ANGIOTENSIN_SYSTEM	47
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	32
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	48
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	32
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	32
KEGG_JAK_STAT_SIGNALING_PATHWAY	49
KEGG_HEMATOPOIETIC_CELL_LINEAGE	50
