	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	0
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0
KEGG_GALACTOSE_METABOLISM	0
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0
KEGG_FATTY_ACID_METABOLISM	0
KEGG_STEROID_BIOSYNTHESIS	0
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0
KEGG_OXIDATIVE_PHOSPHORYLATION	0
KEGG_PURINE_METABOLISM	1
KEGG_PYRIMIDINE_METABOLISM	1
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	0
KEGG_LYSINE_DEGRADATION	0
KEGG_ARGININE_AND_PROLINE_METABOLISM	0
KEGG_HISTIDINE_METABOLISM	0
KEGG_TYROSINE_METABOLISM	0
KEGG_PHENYLALANINE_METABOLISM	0
KEGG_TRYPTOPHAN_METABOLISM	0
KEGG_BETA_ALANINE_METABOLISM	0
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0
KEGG_SELENOAMINO_ACID_METABOLISM	0
KEGG_GLUTATHIONE_METABOLISM	0
KEGG_STARCH_AND_SUCROSE_METABOLISM	0
KEGG_N_GLYCAN_BIOSYNTHESIS	2
KEGG_OTHER_GLYCAN_DEGRADATION	2
KEGG_O_GLYCAN_BIOSYNTHESIS	2
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	2
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	2
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	2
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	2
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	2
KEGG_GLYCEROLIPID_METABOLISM	0
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0
KEGG_ETHER_LIPID_METABOLISM	0
KEGG_ARACHIDONIC_ACID_METABOLISM	0
KEGG_LINOLEIC_ACID_METABOLISM	0
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0
KEGG_SPHINGOLIPID_METABOLISM	0
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	2
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	2
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	2
KEGG_PYRUVATE_METABOLISM	0
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0
KEGG_PROPANOATE_METABOLISM	0
KEGG_BUTANOATE_METABOLISM	0
KEGG_ONE_CARBON_POOL_BY_FOLATE	0
KEGG_RIBOFLAVIN_METABOLISM	0
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0
KEGG_FOLATE_BIOSYNTHESIS	0
KEGG_RETINOL_METABOLISM	0
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0
KEGG_NITROGEN_METABOLISM	0
KEGG_SULFUR_METABOLISM	0
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	1
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0
KEGG_ABC_TRANSPORTERS	3
KEGG_RIBOSOME	4
KEGG_RNA_DEGRADATION	4
KEGG_RNA_POLYMERASE	1
KEGG_BASAL_TRANSCRIPTION_FACTORS	1
KEGG_DNA_REPLICATION	1
KEGG_SPLICEOSOME	4
KEGG_PROTEASOME	5
KEGG_PROTEIN_EXPORT	4
KEGG_PPAR_SIGNALING_PATHWAY	0
KEGG_BASE_EXCISION_REPAIR	1
KEGG_NUCLEOTIDE_EXCISION_REPAIR	1
KEGG_MISMATCH_REPAIR	1
KEGG_HOMOLOGOUS_RECOMBINATION	1
KEGG_NON_HOMOLOGOUS_END_JOINING	1
KEGG_MAPK_SIGNALING_PATHWAY	6
KEGG_ERBB_SIGNALING_PATHWAY	6
KEGG_CALCIUM_SIGNALING_PATHWAY	3
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	7
KEGG_CHEMOKINE_SIGNALING_PATHWAY	6
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	3
KEGG_CELL_CYCLE	5
KEGG_OOCYTE_MEIOSIS	6
KEGG_P53_SIGNALING_PATHWAY	8
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	5
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	3
KEGG_REGULATION_OF_AUTOPHAGY	7
KEGG_LYSOSOME	9
KEGG_ENDOCYTOSIS	9
KEGG_PEROXISOME	0
KEGG_MTOR_SIGNALING_PATHWAY	6
KEGG_APOPTOSIS	6
KEGG_CARDIAC_MUSCLE_CONTRACTION	3
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	3
KEGG_WNT_SIGNALING_PATHWAY	8
KEGG_DORSO_VENTRAL_AXIS_FORMATION	6
KEGG_NOTCH_SIGNALING_PATHWAY	8
KEGG_HEDGEHOG_SIGNALING_PATHWAY	8
KEGG_TGF_BETA_SIGNALING_PATHWAY	8
KEGG_AXON_GUIDANCE	8
KEGG_VEGF_SIGNALING_PATHWAY	6
KEGG_FOCAL_ADHESION	6
KEGG_ECM_RECEPTOR_INTERACTION	2
KEGG_CELL_ADHESION_MOLECULES_CAMS	7
KEGG_ADHERENS_JUNCTION	8
KEGG_TIGHT_JUNCTION	8
KEGG_GAP_JUNCTION	6
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	7
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	7
KEGG_RENIN_ANGIOTENSIN_SYSTEM	2
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	7
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	7
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	7
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	7
KEGG_JAK_STAT_SIGNALING_PATHWAY	7
KEGG_HEMATOPOIETIC_CELL_LINEAGE	7
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	6
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	6
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	6
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	6
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	6
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	6
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	7
KEGG_CIRCADIAN_RHYTHM_MAMMAL	8
KEGG_LONG_TERM_POTENTIATION	6
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	6
KEGG_LONG_TERM_DEPRESSION	6
KEGG_OLFACTORY_TRANSDUCTION	3
