	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	1
KEGG_PENTOSE_PHOSPHATE_PATHWAY	2
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	2
KEGG_GALACTOSE_METABOLISM	2
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0
KEGG_FATTY_ACID_METABOLISM	3
KEGG_STEROID_BIOSYNTHESIS	4
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0
KEGG_OXIDATIVE_PHOSPHORYLATION	1
KEGG_PURINE_METABOLISM	5
KEGG_PYRIMIDINE_METABOLISM	5
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	3
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	6
KEGG_LYSINE_DEGRADATION	7
KEGG_ARGININE_AND_PROLINE_METABOLISM	0
KEGG_HISTIDINE_METABOLISM	0
KEGG_TYROSINE_METABOLISM	0
KEGG_PHENYLALANINE_METABOLISM	0
KEGG_TRYPTOPHAN_METABOLISM	0
KEGG_BETA_ALANINE_METABOLISM	3
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	8
KEGG_SELENOAMINO_ACID_METABOLISM	0
KEGG_GLUTATHIONE_METABOLISM	0
KEGG_STARCH_AND_SUCROSE_METABOLISM	0
KEGG_N_GLYCAN_BIOSYNTHESIS	9
KEGG_OTHER_GLYCAN_DEGRADATION	9
KEGG_O_GLYCAN_BIOSYNTHESIS	9
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	9
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	9
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	9
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	9
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	9
KEGG_GLYCEROLIPID_METABOLISM	10
KEGG_INOSITOL_PHOSPHATE_METABOLISM	10
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	9
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	10
KEGG_ETHER_LIPID_METABOLISM	10
KEGG_ARACHIDONIC_ACID_METABOLISM	0
KEGG_LINOLEIC_ACID_METABOLISM	10
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	10
KEGG_SPHINGOLIPID_METABOLISM	9
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	9
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	9
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	9
KEGG_PYRUVATE_METABOLISM	0
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	11
KEGG_PROPANOATE_METABOLISM	3
KEGG_BUTANOATE_METABOLISM	3
KEGG_ONE_CARBON_POOL_BY_FOLATE	11
KEGG_RIBOFLAVIN_METABOLISM	10
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	5
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	3
KEGG_FOLATE_BIOSYNTHESIS	11
KEGG_RETINOL_METABOLISM	0
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	4
KEGG_LIMONENE_AND_PINENE_DEGRADATION	3
KEGG_NITROGEN_METABOLISM	3
KEGG_SULFUR_METABOLISM	9
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	6
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	3
KEGG_ABC_TRANSPORTERS	12
KEGG_RIBOSOME	13
KEGG_RNA_DEGRADATION	6
KEGG_RNA_POLYMERASE	5
KEGG_BASAL_TRANSCRIPTION_FACTORS	5
KEGG_DNA_REPLICATION	14
KEGG_SPLICEOSOME	13
KEGG_PROTEASOME	15
KEGG_PROTEIN_EXPORT	13
KEGG_PPAR_SIGNALING_PATHWAY	4
KEGG_BASE_EXCISION_REPAIR	14
KEGG_NUCLEOTIDE_EXCISION_REPAIR	14
KEGG_MISMATCH_REPAIR	14
KEGG_HOMOLOGOUS_RECOMBINATION	14
KEGG_NON_HOMOLOGOUS_END_JOINING	14
KEGG_MAPK_SIGNALING_PATHWAY	16
KEGG_ERBB_SIGNALING_PATHWAY	17
KEGG_CALCIUM_SIGNALING_PATHWAY	18
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	19
KEGG_CHEMOKINE_SIGNALING_PATHWAY	20
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	10
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	18
KEGG_CELL_CYCLE	21
KEGG_OOCYTE_MEIOSIS	20
KEGG_P53_SIGNALING_PATHWAY	22
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	23
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	24
KEGG_REGULATION_OF_AUTOPHAGY	25
KEGG_LYSOSOME	12
KEGG_ENDOCYTOSIS	26
KEGG_PEROXISOME	3
KEGG_MTOR_SIGNALING_PATHWAY	17
KEGG_APOPTOSIS	27
KEGG_CARDIAC_MUSCLE_CONTRACTION	28
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	20
KEGG_WNT_SIGNALING_PATHWAY	29
KEGG_DORSO_VENTRAL_AXIS_FORMATION	17
KEGG_NOTCH_SIGNALING_PATHWAY	30
KEGG_HEDGEHOG_SIGNALING_PATHWAY	31
KEGG_TGF_BETA_SIGNALING_PATHWAY	32
KEGG_AXON_GUIDANCE	33
KEGG_VEGF_SIGNALING_PATHWAY	17
KEGG_FOCAL_ADHESION	34
KEGG_ECM_RECEPTOR_INTERACTION	34
KEGG_CELL_ADHESION_MOLECULES_CAMS	35
KEGG_ADHERENS_JUNCTION	35
KEGG_TIGHT_JUNCTION	35
KEGG_GAP_JUNCTION	36
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	37
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	38
KEGG_RENIN_ANGIOTENSIN_SYSTEM	8
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	39
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	39
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	39
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	25
KEGG_JAK_STAT_SIGNALING_PATHWAY	40
KEGG_HEMATOPOIETIC_CELL_LINEAGE	38
